+-----------+------------------------------+-----------------+-------------+-------------------------------------------------------+
| career_id | career_name                  | roadmap_step_id | step_number | step_name                                             |
| 138 | Khan Academy Statistics and Probability                                    | Documentation | NULL                              | https://www.khanacademy.org/math/statistics-probability                                                          |
| 139 | Khan Academy Linear Algebra                                                | Documentation | NULL                              | https://www.khanacademy.org/math/linear-algebra                                                                  |
| 140 | Microsoft Excel Training                                                   | Documentation | NULL                              | https://support.microsoft.com/en-us/excel                                                                        |
| 141 | NumPy Documentation                                                        | Documentation | NULL                              | https://numpy.org/doc/                                                                                           |
| 142 | Matplotlib Documentation                                                   | Documentation | NULL                              | https://matplotlib.org/stable/                                                                                   |
| 143 | Linux Fundamentals - freeCodeCamp                                          | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Linux                                                         |
| 144 | Networking Fundamentals - freeCodeCamp                                     | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Networking                                                    |
| 145 | Shell Scripting - freeCodeCamp                                             | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Bash%20Scripting                                              |
| 146 | Kubernetes Tutorial - freeCodeCamp                                         | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Kubernetes                                                    |
| 147 | AWS Cloud Practitioner - freeCodeCamp                                      | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=AWS%20Cloud%20Practitioner                                    |
| 148 | CI/CD Pipeline Tutorial - freeCodeCamp                                     | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=CI%20CD%20Pipeline                                            |
| 149 | Monitoring with Prometheus & Grafana - freeCodeCamp                        | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Prometheus%20Grafana%20Monitoring                             |
| 150 | 3Blue1Brown - Essence of Linear Algebra                                    | Video         | NULL                              | https://www.youtube.com/playlist?list=PLZHQObOWTQDPD3MizzM2xVFitgF8hE_ab                                         |
| 151 | Machine Learning Course - freeCodeCamp                                     | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Machine%20Learning%20Course                                   |
| 152 | Deep Learning Neural Networks - freeCodeCamp                               | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Deep%20Learning%20Neural%20Networks                           |
| 153 | PyTorch Tutorial - freeCodeCamp                                            | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=PyTorch%20Tutorial                                            |
| 154 | AI Project Tutorial - freeCodeCamp                                         | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=AI%20Project%20Tutorial                                       |
| 155 | NLP Natural Language Processing - freeCodeCamp                             | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=NLP%20Natural%20Language%20Processing                         |
| 156 | Deploy Machine Learning Model - freeCodeCamp                               | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Deploy%20Machine%20Learning%20Model%20Flask                   |
| 157 | AI Engineer Interview Questions - freeCodeCamp                             | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=AI%20Engineer%20Interview                                     |
| 158 | Statistics and Probability - freeCodeCamp                                  | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Statistics%20and%20Probability                                |
| 159 | Machine Learning Project - freeCodeCamp                                    | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Machine%20Learning%20Project                                  |
| 160 | Machine Learning Interview Questions - freeCodeCamp                        | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Machine%20Learning%20Interview%20Questions                    |
| 161 | Data Analysis with Python - freeCodeCamp                                   | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Data%20Analysis%20with%20Python                               |
| 162 | Data Visualization Matplotlib Seaborn - freeCodeCamp                       | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Data%20Visualization%20Matplotlib%20Seaborn                   |
| 163 | Data Science Interview Questions - freeCodeCamp                            | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Data%20Science%20Interview%20Questions                        |
| 164 | Excel Tutorial - freeCodeCamp                                              | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Excel%20Tutorial                                              |
| 165 | Pandas NumPy Tutorial - freeCodeCamp                                       | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Pandas%20NumPy%20Tutorial                                     |
| 166 | Power BI Tutorial - freeCodeCamp                                           | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Power%20BI%20Tutorial                                         |
| 167 | Data Analyst Portfolio Project - freeCodeCamp                              | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Data%20Analyst%20Portfolio%20Project                          |
| 168 | Data Analyst Interview Questions - freeCodeCamp                            | Video         | NULL                              | https://www.youtube.com/@freecodecamp/search?query=Data%20Analyst%20Interview%20Questions                        |
| 169 | NIST Incident Response Guide (SP 800-61)                                   | Documentation | NULL                              | https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-61r2.pdf                                       |
| 170 | ETL & Data Warehousing in 1 Hour                                           | Video         | NULL                              | https://www.youtube.com/watch?v=b5dEtHNcth4                                                                      |
| 171 | Apache Spark Full Course - Edureka                                         | Video         | NULL                              | https://www.youtube.com/watch?v=F8pyaR4uQ2g                                                                      |
| 172 | Data Engineering Course for Beginners - freeCodeCamp                       | Video         | NULL                              | https://www.youtube.com/watch?v=PHsC_t0j1dU                                                                      |
| 173 | Harvard CS50's Intro to Cybersecurity - freeCodeCamp                       | Video         | NULL                              | https://www.youtube.com/watch?v=9HOpanT0GRs                                                                      |
| 174 | Linux Essentials for Ethical Hackers - freeCodeCamp                        | Video         | NULL                              | https://www.youtube.com/watch?v=1hvVcEhcbLM                                                                      |
| 175 | Google Cloud Cybersecurity Certificate - freeCodeCamp                      | Video         | NULL                              | https://www.youtube.com/watch?v=DrAZf4ZHqaM                                                                      |
| 176 | OWASP API Security Top 10 Course - freeCodeCamp                            | Video         | NULL                              | https://www.youtube.com/watch?v=YYe0FdfdgDU                                                                      |
| 177 | Terraform and AWS - freeCodeCamp                                           | Video         | NULL                              | https://www.youtube.com/watch?v=SLB_c_ayRMo                                                                      |
| 178 | AWS Certified Cloud Practitioner (CLF-C02) - freeCodeCamp                  | Video         | NULL                              | https://www.youtube.com/watch?v=7HKot-brXFE                                                                      |
| 179 | W3C Web Content Accessibility Guidelines (WCAG)                            | Documentation | NULL                              | https://www.w3.org/WAI/standards-guidelines/wcag/                                                                |
| 180 | UI Design with Figma - freeCodeCamp                                        | Video         | NULL                              | https://www.youtube.com/watch?v=jwCmIBJ8Jtc                                                                      |
| 181 | UI/UX Design Tutorial - Wireframe, Mockup & Design in Figma - freeCodeCamp | Video         | NULL                              | https://www.youtube.com/watch?v=c9Wg6Cb_YlU                                                                      |
| 182 | Create a Design System with Figma - freeCodeCamp                           | Video         | NULL                              | https://www.youtube.com/watch?v=RYDiDpW2VkM                                                                      |
| 183 | User Research Full Course - Simplilearn                                    | Video         | NULL                              | https://www.youtube.com/watch?v=xkXaPOb9Qxo                                                                      |
| 184 | Atlassian Product Roadmap Guide                                            | Documentation | NULL                              | https://www.atlassian.com/agile/product-management/product-roadmaps                                              |
| 185 | Atlassian Prioritization Framework Guide                                   | Documentation | NULL                              | https://www.atlassian.com/agile/product-management/prioritization-framework                                      |
| 186 | Amplitude Guide to Product Analytics                                       | Documentation | NULL                              | https://amplitude.com/guides/product-analytics                                                                   |
| 187 | SBA Market Research & Competitive Analysis Guide                           | Documentation | NULL                              | https://www.sba.gov/business-guide/plan-your-business/market-research-competitive-analysis                       |
| 188 | Google SEO Starter Guide                                                   | Documentation | NULL                              | https://developers.google.com/search/docs/fundamentals/seo-starter-guide                                         |
| 189 | Atlassian Gantt Chart Guide                                                | Documentation | NULL                              | https://www.atlassian.com/agile/project-management/gantt-chart                                                   |
| 190 | Jira Getting Started Guide                                                 | Documentation | NULL                              | https://www.atlassian.com/software/jira/guides/getting-started/introduction                                      |
| 191 | Trello Guide                                                               | Documentation | NULL                              | https://trello.com/guide                                                                                         |
| 192 | Asana Guide                                                                | Documentation | NULL                              | https://asana.com/guide                                                                                          |
| 193 | IIBA Business Analysis Certifications                                      | Documentation | NULL                              | https://www.iiba.org/business-analysis-certifications/iiba-certifications/                                       |
| 194 | PMI Project Management Certifications                                      | Documentation | NULL                              | https://www.pmi.org/certifications                                                                               |
| 195 | Full Stack MERN App Deployment on Render                                   | Video         | NULL                              | https://www.youtube.com/watch?v=txQW5opPILw                                                                      |
| 196 | How to Become a Mobile App Developer                                       | Video         | NULL                              | https://www.youtube.com/watch?v=4zPNJ8jRdYk                                                                      |
| 197 | TryHackMe Beginner Lab Walkthrough                                         | Video         | NULL                              | https://www.youtube.com/watch?v=pWLhUqB2PfU                                                                      |
| 198 | Hands-On Cybersecurity and Ethical Hacking                                 | Video         | NULL                              | https://www.youtube.com/watch?v=ug8W0sFiVJo                                                                      |
| 199 | What Is Information Architecture? - UX Design Guide                        | Video         | NULL                              | https://www.youtube.com/watch?v=OJLfjgVlwDo                                                                      |
| 200 | What Is Product Management?                                                | Video         | NULL                              | https://www.youtube.com/watch?v=XD45n_agC3g                                                                      |
| 201 | Agile Scrum Full Course                                                    | Video         | NULL                              | https://www.youtube.com/watch?v=VFQtSqChlsk                                                                      |
| 202 | Mixpanel Tutorial - Product Analytics                                      | Video         | NULL                              | https://www.youtube.com/watch?v=iZ_aGK2_82A                                                                      |
| 203 | Requirements Elicitation & Gathering                                       | Video         | NULL                              | https://www.youtube.com/watch?v=uAHeTzmc_2g                                                                      |
| 204 | Digital Marketing Full Course 2025                                         | Video         | NULL                              | https://www.youtube.com/watch?v=IJsE_ub_al8                                                                      |
| 205 | Full SEO Course & Tutorial for Beginners                                   | Video         | NULL                              | https://www.youtube.com/watch?v=CjxQTvq_kRo                                                                      |
| 206 | Complete Social Media Marketing Course                                     | Video         | NULL                              | https://www.youtube.com/watch?v=q5ASe_sxRYI                                                                      |
| 207 | Google Ads Full Course 2026                                                | Video         | NULL                              | https://www.youtube.com/watch?v=c-JLDF6r1Y8                                                                      |
| 208 | Email Marketing Full Course 2026                                           | Video         | NULL                              | https://www.youtube.com/watch?v=zswJO8jxyuw                                                                      |
| 209 | Project Management Full Course                                             | Video         | NULL                              | https://www.youtube.com/watch?v=uWPIsaYpY7U                                                                      |
| 210 | Jira Tutorial for Beginners - Project Management                           | Video         | NULL                              | https://www.youtube.com/watch?v=nHuhojfjeUY                                                                      |
| 211 | HTML Tutorial for Beginners - Apna College                                 | Video         | NULL                              | https://www.youtube.com/watch?v=HcOc7P5BMi4                                                                      |
| 212 | HTML Full Course in Hindi - CodeWithHarry                                  | Video         | NULL                              | https://www.youtube.com/watch?v=k2DSi1zGEc8                                                                      |
| 213 | Learn HTML - Full Tutorial for Beginners - freeCodeCamp                    | Video         | NULL                              | https://www.youtube.com/watch?v=kUMe1FH4CHE                                                                      |
| 214 | Frontend Developer Step 1 - HTML Detailed Notes                            | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_1_HTML_Detailed_Notes.pdf            |
| 215 | CSS Tutorial for Beginners - Apna College                                  | Video         | NULL                              | https://www.youtube.com/watch?v=ESnrn1kAD4E                                                                      |
| 216 | CSS Tutorial in Hindi - CodeWithHarry                                      | Video         | NULL                              | https://www.youtube.com/watch?v=Edsxf_NBFrw                                                                      |
| 217 | Responsive Web Development Complete Course - Sheryians Coding School       | Video         | NULL                              | https://www.youtube.com/watch?v=J_r6hBo9lO4                                                                      |
| 218 | A CSS Learning Guide for Beginners - Chai aur Code                         | Video         | NULL                              | https://www.youtube.com/watch?v=aLzfFJb8rWo                                                                      |
| 219 | Frontend Developer Step 2 - CSS Detailed Notes                             | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_2_CSS_Detailed_Notes.pdf             |
| 220 | JavaScript Full Course - Sheryians Coding School                           | Video         | NULL                              | https://www.youtube.com/watch?v=a-wVHL0lpb0                                                                      |
| 221 | JavaScript in 1 Shot - Chai aur Code                                       | Video         | NULL                              | https://www.youtube.com/watch?v=sscX432bMZo                                                                      |
| 222 | JavaScript Tutorials in Hindi - CodeWithHarry                              | Video         | NULL                              | https://www.youtube.com/watch?v=ER9SspLe4Hg                                                                      |
| 223 | Learn JavaScript - Full Course for Beginners - freeCodeCamp                | Video         | NULL                              | https://www.youtube.com/watch?v=PkZNo7MFNFg                                                                      |
| 224 | Frontend Developer Step 3 - JavaScript Detailed Notes                      | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_3_JavaScript_Detailed_Notes.pdf      |
| 230 | React Complete Course - CodeWithHarry                                      | Video         | NULL                              | https://www.youtube.com/playlist?list=PLu0W_9lII9agx66oZnT6IyhcMIbUMNMdt                                         |
| 231 | Build a Portfolio Website & Deploy - Traversy Media                        | Video         | NULL                              | https://www.youtube.com/@TraversyMedia                                                                           |
| 232 | ChatGPT Clone Project - CodeWithHarry                                      | Video         | NULL                              | https://www.youtube.com/watch?v=R4YvM7bL1JQ                                                                      |
| 233 | Git & GitHub Tutorial for Beginners in Hindi - CodeWithHarry               | Video         | NULL                              | https://www.youtube.com/watch?v=gwWKnnCMQ5c                                                                      |
| 234 | Chrome DevTools Crash Course - freeCodeCamp                                | Video         | NULL                              | https://www.youtube.com/watch?v=gTVpBbFWry8                                                                      |
| 235 | Ultimate Resume Guide for Software Engineers - Apna College                | Video         | NULL                              | https://www.youtube.com/watch?v=y3R9e2L8I9E                                                                      |
| 236 | Frontend Developer Step 4 - React Detailed Notes                           | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_4_React_Detailed_Notes.pdf           |
| 237 | Frontend Developer Step 5 - Projects Detailed Notes                        | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_5_Projects_Detailed_Notes.pdf        |
| 238 | Frontend Developer Step 6 - Tools Detailed Notes                           | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_6_Tools_Detailed_Notes.pdf           |
| 239 | Frontend Developer Step 7 - Job Preparation Detailed Notes                 | Notes         | NULL                              | https://careercompass-1-i7uc.onrender.com/resources/Frontend_Developer_Step_7_Job_Preparation_Detailed_Notes.pdf |
| 240 | Personal Portfolio Website using HTML CSS JavaScript - CodeWithHarry       | Video         | NULL                              | https://www.youtube.com/watch?v=oFnIe-RpkE4                                                                      |
| 241 | How To Write a Resume That Gets You a Job - CodeWithHarry                  | Video         | NULL                              | https://www.youtube.com/watch?v=C7pNLIq3kOI                                                                      |
| 242 | Frontend Developer Interview - React & JavaScript - Mohit Decodes          | Video         | NULL                              | https://www.youtube.com/watch?v=uYrfh-t9hKE                                                                      |
+-----+----------------------------------------------------------------------------+---------------+-----------------------------------+------------------------------------------------------------------------------------------------------------------+


+-----------------+-------------+-------------------+----------------+
| roadmap_step_id | resource_id | resource_category | resource_order |
+-----------------+-------------+-------------------+----------------+
|               1 |           1 | documentation     |              1 |
|               1 |         214 | notes             |              1 |
|               1 |         211 | video             |              1 |
|               1 |         212 | video             |              2 |
|               1 |         213 | video             |              3 |
|               2 |           1 | documentation     |              1 |
|               2 |         219 | notes             |              1 |
|               2 |         215 | video             |              1 |
|               2 |         216 | video             |              2 |
|               2 |         217 | video             |              3 |
|               2 |         218 | video             |              4 |
|               3 |           1 | documentation     |              1 |
|               3 |           4 | documentation     |              2 |
|               3 |         224 | notes             |              1 |
|               3 |          98 | video             |              1 |
|               3 |         221 | video             |              2 |
|               3 |         222 | video             |              3 |
|               3 |         223 | video             |              4 |
|               4 |          87 | documentation     |              1 |
|               4 |         236 | notes             |              1 |
|               4 |          99 | video             |              1 |
|               4 |         230 | video             |              2 |
|               5 |           1 | documentation     |              1 |
|               5 |         237 | notes             |              1 |
|               5 |         240 | video             |              2 |
|               6 |           1 | documentation     |              1 |
|               6 |          90 | documentation     |              2 |
|               6 |          92 | documentation     |              3 |
|               6 |          91 | documentation     |              4 |
|               6 |          93 | documentation     |              5 |
|               6 |         238 | notes             |              1 |
|               6 |         233 | video             |              1 |
|               6 |         234 | video             |              2 |
|               7 |           1 | documentation     |              1 |
|               7 |         113 | documentation     |              2 |
|               7 |         239 | notes             |              1 |
|               7 |         235 | video             |              1 |
|               7 |         241 | video             |              2 |
|               7 |         242 | video             |              3 |
|               8 |           1 | documentation     |              1 |
|               8 |         111 | documentation     |              2 |
|               8 |           4 | documentation     |              3 |
|               8 |          98 | video             |              1 |
|               8 |         112 | video             |              2 |
|               9 |           9 | documentation     |              1 |
|               9 |         102 | video             |              1 |
|              10 |           1 | documentation     |              1 |
|              10 |           5 | documentation     |              2 |
|              10 |          88 | documentation     |              3 |
|              10 |           6 | documentation     |              4 |
|              10 |          89 | documentation     |              5 |
|              10 |         100 | video             |              1 |
|              10 |         101 | video             |              2 |
|              11 |           1 | documentation     |              1 |
|              11 |           6 | documentation     |              2 |
|              11 |         106 | video             |              1 |
|              12 |          50 | documentation     |              1 |
|              12 |         100 | video             |              1 |
|              13 |          28 | documentation     |              1 |
|              13 |          90 | documentation     |              2 |
|              13 |          91 | documentation     |              3 |
|              13 |          94 | documentation     |              4 |
|              13 |          95 | documentation     |              5 |
|              13 |         104 | video             |              1 |
|              13 |         105 | video             |              2 |
|              14 |           1 | documentation     |              1 |
|              14 |          91 | documentation     |              2 |
|              14 |         113 | documentation     |              3 |
|              14 |         107 | video             |              1 |
|              14 |         110 | video             |              2 |
|              14 |         114 | video             |              3 |
|              15 |           1 | documentation     |              1 |
|              15 |          96 | video             |              1 |
|              15 |          97 | video             |              2 |
|              16 |           1 | documentation     |              1 |
|              16 |           4 | documentation     |              2 |
|              16 |          98 | video             |              1 |
|              17 |          87 | documentation     |              1 |
|              17 |          99 | video             |              1 |
|              18 |           1 | documentation     |              1 |
|              18 |           5 | documentation     |              2 |
|              18 |          50 | documentation     |              3 |
|              18 |          88 | documentation     |              4 |
|              18 |           6 | documentation     |              5 |
|              18 |          89 | documentation     |              6 |
|              18 |         100 | video             |              1 |
|              19 |           1 | documentation     |              1 |
|              19 |           6 | documentation     |              2 |
|              19 |           7 | documentation     |              3 |
|              19 |           9 | documentation     |              4 |
|              19 |         102 | video             |              1 |
|              19 |         106 | video             |              2 |
|              20 |          87 | documentation     |              1 |
|              20 |          88 | documentation     |              2 |
|              20 |          91 | documentation     |              3 |
|              20 |           1 | documentation     |              4 |
|              20 |           9 | documentation     |              5 |
|              20 |         100 | video             |              1 |
|              20 |         115 | video             |              1 |
|              20 |         102 | video             |              2 |
|              20 |         105 | video             |              3 |
|              20 |         107 | video             |              4 |
|              21 |           1 | documentation     |              1 |
|              21 |          28 | documentation     |              2 |
|              21 |          91 | documentation     |              3 |
|              21 |         113 | documentation     |              4 |
|              21 |          94 | documentation     |              5 |
|              21 |          95 | documentation     |              6 |
|              21 |         195 | video             |             99 |
|              22 |           2 | documentation     |              1 |
|              22 |          20 | documentation     |              2 |
|              22 |         111 | documentation     |              3 |
|              22 |         112 | video             |              1 |
|              23 |          20 | documentation     |              1 |
|              23 |           2 | documentation     |              2 |
|              23 |          21 | documentation     |              3 |
|              23 |         117 | video             |              1 |
|              23 |         118 | video             |              2 |
|              24 |           9 | documentation     |              1 |
|              24 |           7 | documentation     |              2 |
|              24 |         102 | video             |              1 |
|              24 |         103 | video             |              2 |
|              25 |         100 | documentation     |              1 |
|              25 |          87 | documentation     |              2 |
|              25 |          88 | documentation     |              3 |
|              25 |          89 | documentation     |              4 |
|              25 |          90 | documentation     |              5 |
|              25 |          91 | documentation     |              6 |
|              25 |         115 | video             |              1 |
|              25 |         119 | video             |              2 |
|              26 |          22 | documentation     |              1 |
|              26 |          20 | documentation     |              2 |
|              26 |         120 | video             |              1 |
|              26 |         121 | video             |              2 |
|              27 |          21 | documentation     |              1 |
|              27 |          20 | documentation     |              2 |
|              27 |         122 | video             |              1 |
|              27 |         123 | video             |              2 |
|              28 |         113 | documentation     |              1 |
|              28 |         114 | video             |              1 |
|              28 |         107 | video             |              2 |
|              29 |         124 | Video             |              1 |
|              30 |          23 | Documentation     |              1 |
|              30 |          26 | Documentation     |              2 |
|              30 |         125 | Video             |              1 |
|              30 |         126 | Video             |              2 |
|              31 |          24 | Documentation     |              1 |
|              31 |          25 | Documentation     |              2 |
|              31 |         127 | Video             |              1 |
|              31 |         128 | Video             |              2 |
|              32 |         134 | Documentation     |              1 |
|              32 |         129 | Video             |              1 |
|              33 |         130 | Video             |              1 |
|              33 |         131 | Video             |              2 |
|              34 |          23 | Documentation     |              1 |
|              34 |          26 | Documentation     |              2 |
|              34 |         132 | Video             |              1 |
|              34 |         133 | Video             |              2 |
|              35 |         196 | video             |             99 |
|              36 |          61 | documentation     |              1 |
|              36 |          54 | documentation     |              2 |
|              36 |         143 | video             |              1 |
|              36 |         144 | video             |              2 |
|              37 |          90 | documentation     |              1 |
|              37 |          91 | documentation     |              2 |
|              37 |         104 | video             |              1 |
|              37 |         145 | video             |              2 |
|              38 |          28 | documentation     |              1 |
|              38 |         105 | video             |              1 |
|              39 |          29 | documentation     |              1 |
|              39 |         146 | video             |              1 |
|              40 |          27 | documentation     |              1 |
|              40 |          55 | documentation     |              2 |
|              40 |          56 | documentation     |              3 |
|              40 |         147 | video             |              1 |
|              41 |         135 | documentation     |              1 |
|              41 |         148 | video             |              1 |
|              42 |          60 | documentation     |              1 |
|              42 |         149 | video             |              1 |
|              43 |          89 | documentation     |              1 |
|              43 |         139 | documentation     |              2 |
|              43 |         124 | video             |              1 |
|              43 |         150 | video             |              2 |
|              44 |          35 | documentation     |              1 |
|              44 |          36 | documentation     |              2 |
|              44 |         151 | video             |              1 |
|              45 |          31 | documentation     |              1 |
|              45 |          32 | documentation     |              2 |
|              45 |          33 | documentation     |              3 |
|              45 |         152 | video             |              1 |
|              45 |         153 | video             |              2 |
|              46 |          34 | documentation     |              1 |
|              46 |         154 | video             |              1 |
|              47 |         137 | documentation     |              1 |
|              47 |         155 | video             |              1 |
|              48 |         136 | documentation     |              1 |
|              48 |          28 | documentation     |              2 |
|              48 |         156 | video             |              1 |
|              49 |         113 | documentation     |              1 |
|              49 |         157 | video             |              1 |
|              49 |         114 | video             |              2 |
|              50 |          89 | documentation     |              1 |
|              50 |         139 | documentation     |              2 |
|              50 |         124 | video             |              1 |
|              50 |         150 | video             |              2 |
|              51 |         138 | documentation     |              1 |
|              51 |         158 | video             |              1 |
|              52 |          35 | documentation     |              1 |
|              52 |          36 | documentation     |              2 |
|              52 |         151 | video             |              1 |
|              53 |          32 | documentation     |              1 |
|              53 |          33 | documentation     |              2 |
|              53 |         153 | video             |              1 |
|              54 |          34 | documentation     |              1 |
|              54 |         159 | video             |              1 |
|              55 |         136 | documentation     |              1 |
|              55 |          28 | documentation     |              2 |
|              55 |         156 | video             |              1 |
|              56 |         113 | documentation     |              1 |
|              56 |         160 | video             |              1 |
|              56 |         114 | video             |              2 |
|              57 |          89 | documentation     |              1 |
|              57 |           9 | documentation     |              2 |
|              57 |         124 | video             |              1 |
|              57 |         102 | video             |              2 |
|              58 |         138 | documentation     |              1 |
|              58 |         139 | documentation     |              2 |
|              58 |         158 | video             |              1 |
|              58 |         150 | video             |              2 |
|              59 |          37 | documentation     |              1 |
|              59 |         161 | video             |              1 |
|              60 |          35 | documentation     |              1 |
|              60 |          36 | documentation     |              2 |
|              60 |         151 | video             |              1 |
|              61 |          34 | documentation     |              1 |
|              61 |         159 | video             |              1 |
|              62 |         142 | documentation     |              1 |
|              62 |         162 | video             |              1 |
|              63 |         113 | documentation     |              1 |
|              63 |         163 | video             |              1 |
|              63 |         114 | video             |              2 |
|              64 |         140 | documentation     |              1 |
|              64 |           9 | documentation     |              2 |
|              64 |         164 | video             |              1 |
|              64 |         102 | video             |              2 |
|              65 |         138 | documentation     |              1 |
|              65 |         158 | video             |              1 |
|              66 |         141 | documentation     |              1 |
|              66 |          37 | documentation     |              2 |
|              66 |         165 | video             |              1 |
|              67 |          76 | documentation     |              1 |
|              67 |          43 | documentation     |              2 |
|              67 |         166 | video             |              1 |
|              68 |          38 | documentation     |              1 |
|              68 |         167 | video             |              1 |
|              69 |         107 | video             |              1 |
|              70 |         113 | documentation     |              1 |
|              70 |         168 | video             |              1 |
|              70 |         114 | video             |              2 |
|              71 |           9 | documentation     |              1 |
|              71 |         102 | video             |              1 |
|              72 |          89 | documentation     |              1 |
|              72 |         124 | video             |              1 |
|              73 |         170 | video             |              1 |
|              74 |          44 | documentation     |              1 |
|              74 |         171 | video             |              1 |
|              75 |          27 | documentation     |              1 |
|              75 |          55 | documentation     |              2 |
|              75 |          56 | documentation     |              3 |
|              75 |         147 | video             |              1 |
|              76 |          45 | documentation     |              1 |
|              76 |          47 | documentation     |              2 |
|              76 |         172 | video             |              1 |
|              77 |          20 | documentation     |              1 |
|              77 |          21 | documentation     |              2 |
|              77 |         113 | documentation     |              3 |
|              77 |         122 | video             |              1 |
|              77 |         123 | video             |              2 |
|              77 |         114 | video             |              3 |
|              78 |          54 | documentation     |              1 |
|              78 |          61 | documentation     |              2 |
|              78 |         144 | video             |              1 |
|              78 |         143 | video             |              2 |
|              79 |          50 | documentation     |              1 |
|              79 |         173 | video             |              1 |
|              80 |          61 | documentation     |              1 |
|              80 |          48 | documentation     |              2 |
|              80 |          49 | documentation     |              3 |
|              80 |         143 | video             |              1 |
|              80 |         174 | video             |              2 |
|              81 |          51 | documentation     |              1 |
|              81 |         175 | video             |              1 |
|              82 |         169 | documentation     |              1 |
|              82 |         175 | video             |              1 |
|              83 |          48 | documentation     |              1 |
|              83 |          49 | documentation     |              2 |
|              83 |         197 | video             |             99 |
|              84 |          51 | documentation     |              1 |
|              84 |         113 | documentation     |              2 |
|              84 |         175 | video             |              1 |
|              84 |         114 | video             |              2 |
|              85 |          54 | documentation     |              1 |
|              85 |          61 | documentation     |              2 |
|              85 |         144 | video             |              1 |
|              85 |         143 | video             |              2 |
|              86 |          50 | documentation     |              1 |
|              86 |         173 | video             |              1 |
|              87 |          50 | documentation     |              1 |
|              87 |          52 | documentation     |              2 |
|              87 |         176 | video             |              1 |
|              88 |          48 | documentation     |              1 |
|              88 |          49 | documentation     |              2 |
|              88 |         174 | video             |              1 |
|              89 |          48 | documentation     |              1 |
|              89 |          49 | documentation     |              2 |
|              89 |         198 | video             |             99 |
|              90 |          50 | documentation     |              1 |
|              90 |         174 | video             |              1 |
|              91 |         113 | documentation     |              1 |
|              91 |         114 | video             |              1 |
|              92 |          54 | documentation     |              1 |
|              92 |          61 | documentation     |              2 |
|              92 |         144 | video             |              1 |
|              92 |         143 | video             |              2 |
|              93 |          50 | documentation     |              1 |
|              93 |         173 | video             |              1 |
|              94 |          53 | documentation     |              1 |
|              94 |         175 | video             |              1 |
|              95 |          48 | documentation     |              1 |
|              95 |          49 | documentation     |              2 |
|              95 |         174 | video             |              1 |
|              96 |          53 | documentation     |              1 |
|              96 |         178 | video             |              1 |
|              96 |         175 | video             |              2 |
|              97 |          50 | documentation     |              1 |
|              97 |         107 | video             |              1 |
|              98 |          51 | documentation     |              1 |
|              98 |         113 | documentation     |              2 |
|              98 |         175 | video             |              1 |
|              98 |         114 | video             |              2 |
|              99 |          61 | documentation     |              1 |
|              99 |          54 | documentation     |              2 |
|              99 |         143 | video             |              1 |
|              99 |         144 | video             |              2 |
|             100 |          27 | documentation     |              1 |
|             100 |          55 | documentation     |              2 |
|             100 |          56 | documentation     |              3 |
|             100 |         147 | video             |              1 |
|             101 |          27 | documentation     |              1 |
|             101 |          56 | documentation     |              2 |
|             101 |         178 | video             |              1 |
|             102 |          28 | documentation     |              1 |
|             102 |          29 | documentation     |              2 |
|             102 |         105 | video             |              1 |
|             102 |         146 | video             |              2 |
